# Iteration    L2[rho]         L2[rhou]        L2[rhov]        L2[rhoE]        L2_total
# ----------------------------------------------------------------------------------------------------
    2540  1.702304427316e-06  1.606063391327e-06  1.621813094378e-06  5.655532737968e-06  6.331872412134e-06
    2550  1.905243977591e-06  1.716579307264e-06  1.321801390761e-06  6.796839348453e-06  7.383819010347e-06
    2560  1.437662012867e-06  1.806492605237e-06  2.034855351208e-06  4.979594448476e-06  5.853826506453e-06
    2570  2.171174234174e-06  1.299173392040e-06  1.385290783623e-06  7.531266358022e-06  8.064790919075e-06
    2580  2.071780546704e-06  1.215271387773e-06  1.610110998668e-06  6.740497182246e-06  7.334570121796e-06
    2590  2.054949062491e-06  1.530999085389e-06  1.391862516837e-06  6.309196440882e-06  6.950540615255e-06
    2600  2.211287051351e-06  1.246940887093e-06  1.307518434956e-06  7.005839031056e-06  7.565450217019e-06
    2610  2.098688172084e-06  1.171005567911e-06  1.240512609784e-06  6.486873830636e-06  7.028097161633e-06
    2620  1.946565714838e-06  9.859893540321e-07  1.271923778095e-06  6.195994943337e-06  6.690996676399e-06
    2630  1.691220358537e-06  1.038654122490e-06  1.659501287662e-06  5.447366937019e-06  6.030487522379e-06
    2640  1.746388056444e-06  1.230863443274e-06  1.190274310359e-06  5.709860436386e-06  6.211614540245e-06
    2650  1.627436359859e-06  1.398290893401e-06  1.402109312344e-06  5.724922090317e-06  6.272512255223e-06
    2660  1.513752070534e-06  1.606375225426e-06  1.340279549272e-06  5.335811697229e-06  5.927826113711e-06
    2670  1.669828256441e-06  1.513816808460e-06  1.239856186960e-06  5.930184074080e-06  6.464077215844e-06
    2680  1.324465270469e-06  1.471634958047e-06  1.952720153498e-06  4.626796570461e-06  5.398173784228e-06
    2690  1.977519972599e-06  1.031509418307e-06  1.264310658471e-06  6.677627045502e-06  7.152886223199e-06
    2700  1.999404049220e-06  1.142087534418e-06  1.238909204099e-06  6.509619875965e-06  7.015128468808e-06
    2710  1.880159001795e-06  1.395109475248e-06  1.087888502660e-06  5.725138644773e-06  6.280289978659e-06
    2720  2.005870344676e-06  1.091438877129e-06  1.035894127589e-06  6.346750086410e-06  6.824153278252e-06
    2730  1.825895886413e-06  9.520296149170e-07  1.206464714580e-06  5.669759879719e-06  6.151584379402e-06
    2740  1.854090215614e-06  8.811611865909e-07  1.072136011725e-06  6.071715892970e-06  6.498407887858e-06
    2750  1.411748712768e-06  1.063489005609e-06  1.622636245177e-06  4.476081329870e-06  5.078611596572e-06
    2760  1.653421514004e-06  1.222024888914e-06  9.430569250447e-07  5.576791615508e-06  6.018065188977e-06
    2770  1.378314534445e-06  1.399839662246e-06  1.306098240295e-06  4.806754765487e-06  5.354445445113e-06
    2780  1.562742749252e-06  1.446445693850e-06  1.098738504445e-06  5.591421087950e-06  6.083221689987e-06
    2790  1.460661291972e-06  1.309791447381e-06  1.371557230958e-06  4.995879154099e-06  5.539771006607e-06
    2800  1.474225324179e-06  1.231836228054e-06  1.712432244636e-06  5.076809920765e-06  5.691852419313e-06
    2810  1.846749282559e-06  9.627194108551e-07  1.166732810057e-06  6.043867787642e-06  6.498223977459e-06
    2820  1.857402542163e-06  1.176800785816e-06  1.016865950470e-06  5.888148567188e-06  6.367033391119e-06
    2830  1.797615784743e-06  1.183464066415e-06  1.033831322468e-06  5.633748786735e-06  6.118818701466e-06
    2840  1.791292583525e-06  9.845603325281e-07  1.073891543813e-06  5.631454936440e-06  6.086428831196e-06
    2850  1.539398703500e-06  8.813764958687e-07  1.258384171596e-06  4.805128588760e-06  5.274406542319e-06
    2860  1.731727210780e-06  8.704505593117e-07  9.775792512388e-07  5.819167239343e-06  6.210872069255e-06
    2870  1.279572190357e-06  1.126917028879e-06  1.390411950831e-06  4.020383362592e-06  4.583009355820e-06
    2880  1.546712856489e-06  1.166091325691e-06  8.640252982505e-07  5.299671736607e-06  5.708340378086e-06
    2890  1.238201053653e-06  1.272768746820e-06  1.165232048814e-06  4.150654423624e-06  4.662486461544e-06
    2900  1.508911186580e-06  1.210085524087e-06  8.939248307081e-07  5.348707407873e-06  5.757507488713e-06
    2910  1.258933455151e-06  1.113839259893e-06  1.342716090162e-06  4.192640528870e-06  4.712395616295e-06
    2920  1.370417622982e-06  1.005866084299e-06  1.385433387448e-06  4.587249353602e-06  5.084495387362e-06
    2930  1.627187527315e-06  8.738834716485e-07  1.060350900809e-06  5.334812337956e-06  5.744212590523e-06
    2940  1.596654355166e-06  1.198168090460e-06  8.061516790798e-07  5.007242146432e-06  5.450437261868e-06
    2950  1.616943342410e-06  1.053028260550e-06  9.729939765746e-07  5.231521408866e-06  5.660292202701e-06
    2960  1.569284745295e-06  8.571985663101e-07  1.079437973702e-06  4.957939872837e-06  5.379944062500e-06
    2970  1.447515681682e-06  7.906936075907e-07  1.099279844620e-06  4.592463460341e-06  5.001963098740e-06
    2980  1.522299242646e-06  8.701538331619e-07  1.074754500088e-06  5.080752811237e-06  5.481214194125e-06
    2990  1.293612166930e-06  1.058406218010e-06  1.080796142213e-06  4.045834233310e-06  4.508941239936e-06
    3000  1.360438901681e-06  1.103273631744e-06  8.882242312862e-07  4.650707315369e-06  5.048368798927e-06
    3010  1.207659514353e-06  1.242120250904e-06  1.053364022757e-06  4.118901060230e-06  4.590885092083e-06
    3020  1.442455273137e-06  1.090206596090e-06  7.837514346011e-07  5.041530378613e-06  5.412995705418e-06
    3030  1.183606264937e-06  1.019890341603e-06  1.374498516712e-06  3.953213046568e-06  4.467464567660e-06
    3040  1.362226641214e-06  9.038742375357e-07  1.160070746363e-06  4.419757495571e-06  4.853109365710e-06
    3050  1.552563065764e-06  8.797571378643e-07  9.854646444649e-07  5.069303527955e-06  5.463826819988e-06
    3060  1.439549841304e-06  1.104688890922e-06  8.075238221992e-07  4.426136328996e-06  4.851331654052e-06
    3070  1.514715751694e-06  8.711336699703e-07  8.638859241702e-07  4.919675007631e-06  5.291761403358e-06
    3080  1.333484918656e-06  7.453122440798e-07  1.054158375012e-06  4.194121941541e-06  4.586456269232e-06
    3090  1.335290043444e-06  7.735391621414e-07  8.587533805038e-07  4.332874120155e-06  4.678954781265e-06
    3100  1.225017124409e-06  8.142396443996e-07  1.101893665135e-06  4.065716314446e-06  4.461823837000e-06
    3110  1.211757921873e-06  9.425908192016e-07  8.386670082363e-07  3.940590284632e-06  4.311432343862e-06
    3120  1.089562817519e-06  1.058844007514e-06  9.070077005991e-07  3.690926371628e-06  4.093152601027e-06
    3130  1.171620774205e-06  1.110670158958e-06  9.129502663726e-07  4.093058673036e-06  4.493650067633e-06
    3140  1.288475256947e-06  9.017077694633e-07  7.820289092216e-07  4.376248021080e-06  4.715544650000e-06
    3150  1.119624638778e-06  8.882251385458e-07  1.267842591574e-06  3.739106652814e-06  4.198910171298e-06
    3160  1.283028138221e-06  8.236128789799e-07  1.008343686193e-06  4.079549952674e-06  4.470344973684e-06
    3170  1.432367721084e-06  8.700086307535e-07  8.065553874473e-07  4.612001320932e-06  4.972894537721e-06
    3180  1.276100451140e-06  9.575179787551e-07  8.273871559550e-07  3.925285605133e-06  4.317141372337e-06
    3190  1.368831982070e-06  7.333967824622e-07  7.669173072560e-07  4.412099318166e-06  4.739868604211e-06
    3200  1.161652530195e-06  6.402484027551e-07  9.790641331199e-07  3.610019731471e-06  3.968647585326e-06
    3210  1.300717230115e-06  6.948692494695e-07  6.933484933330e-07  4.307062067478e-06  4.605021647385e-06
    3220  1.027621545222e-06  8.528829482840e-07  1.056466324147e-06  3.272920862507e-06  3.689383069020e-06
    3230  1.191322666954e-06  9.430917016149e-07  6.776520070625e-07  4.048529408474e-06  4.377039441039e-06
    3240  9.544651871883e-07  1.055561590210e-06  9.462157774646e-07  3.178748707120e-06  3.609013951874e-06
    3250  1.211544249938e-06  9.583761110263e-07  8.338020957652e-07  4.243403977388e-06  4.592170237476e-06
    3260  1.192974816046e-06  7.846158345983e-07  8.982238823908e-07  3.929937149794e-06  4.276683652534e-06
    3270  1.174500535322e-06  8.270762393494e-07  1.066859528726e-06  3.823750437576e-06  4.221701466952e-06
    3280  1.287500750518e-06  7.731154973383e-07  9.135803890051e-07  4.048136088378e-06  4.413320821333e-06
    3290  1.349226464965e-06  8.691415387735e-07  6.786482741233e-07  4.203403836080e-06  4.550273217876e-06
    3300  1.205410583274e-06  7.827358353339e-07  7.882996297839e-07  3.782212615918e-06  4.122164315079e-06
    3310  1.205704665167e-06  6.398176746077e-07  7.843412659503e-07  3.847689499443e-06  4.157282297600e-06
    3320  1.046696380057e-06  6.366295632076e-07  8.737877256894e-07  3.285697225329e-06  3.613887347286e-06
    3330  1.188319427414e-06  7.079053717238e-07  7.354324293059e-07  4.014213694255e-06  4.309060862659e-06
    3340  9.470598413769e-07  8.612292444537e-07  8.835832419638e-07  2.988911237701e-06  3.369413582062e-06
    3350  1.050415416108e-06  8.770366097638e-07  6.691825817295e-07  3.643865452719e-06  3.949446356956e-06
    3360  8.427194589300e-07  9.701349421304e-07  9.211665777861e-07  2.830560940093e-06  3.242215445033e-06
    3370  1.146873331262e-06  8.041622065742e-07  7.000751640482e-07  3.998335443982e-06  4.294040853365e-06
    3380  1.072823589879e-06  7.287172205018e-07  9.503418973656e-07  3.528883333217e-06  3.877904916808e-06
    3390  1.125419930386e-06  7.633067668140e-07  8.971583784595e-07  3.580373160535e-06  3.933595348367e-06
    3400  1.245044088015e-06  7.079071341042e-07  8.107814505315e-07  3.987866843447e-06  4.314129786319e-06
    3410  1.183476010988e-06  8.694064175530e-07  6.632163203132e-07  3.612603034424e-06  3.955659181391e-06
    3420  1.156506399702e-06  6.903079788374e-07  7.178760847451e-07  3.721870587516e-06  4.022648244808e-06
    3430  1.089004577898e-06  5.760292133266e-07  8.584834023982e-07  3.460537510974e-06  3.772274412386e-06
    3440  1.093947507962e-06  6.521708972190e-07  7.275845787971e-07  3.502691446341e-06  3.797403681060e-06
    3450  1.076311311605e-06  7.365216936845e-07  8.353187898968e-07  3.617592826978e-06  3.935180502507e-06
    3460  9.700521425090e-07  8.688635956125e-07  7.192613503256e-07  3.148543616862e-06  3.482325215186e-06
    3470  9.306678733986e-07  8.861305710590e-07  7.452063189967e-07  3.238291153360e-06  3.562756254832e-06
    3480  8.835527767954e-07  9.400062843936e-07  9.394701675647e-07  3.093864301414e-06  3.481217866694e-06
    3490  1.130912243152e-06  7.230030502318e-07  6.425647797548e-07  3.877448229574e-06  4.153214439632e-06
    3500  1.026933241864e-06  7.108050005033e-07  9.628776383727e-07  3.377433532397e-06  3.727469147320e-06
    3510  1.091324655941e-06  7.417116063087e-07  7.895918135079e-07  3.421690548396e-06  3.751339367817e-06
    3520  1.188560989625e-06  6.948291844196e-07  6.921501957252e-07  3.812729419218e-06  4.112352409412e-06
    3530  1.047925579598e-06  7.766587935783e-07  7.191508039631e-07  3.184615381407e-06  3.515721818966e-06
    3540  1.092552812980e-06  5.840462580250e-07  6.787447822126e-07  3.535240207952e-06  3.807019764588e-06
    3550  9.655559005349e-07  5.298270484322e-07  8.910061447752e-07  3.045144755311e-06  3.358543349300e-06
    3560  1.092163806020e-06  6.284811058239e-07  5.842820473635e-07  3.587866782123e-06  3.847334640591e-06
    3570  9.013038445991e-07  7.544849196724e-07  8.199097952548e-07  2.993700264989e-06  3.319049481892e-06
    3580  9.488468284575e-07  8.313365313133e-07  5.971075471217e-07  3.223051998179e-06  3.512268830538e-06
    3590  7.999301181520e-07  8.390922978066e-07  8.020079715131e-07  2.711432894865e-06  3.055985799688e-06
    3600  9.001208911192e-07  7.857556587908e-07  8.959174546899e-07  3.156656568438e-06  3.492102282384e-06
    3610  1.070575985428e-06  5.919298687249e-07  6.147062330168e-07  3.587476118354e-06  3.839838871976e-06
    3620  9.765371533087e-07  6.975676537554e-07  8.350812628644e-07  3.169724175831e-06  3.490664336454e-06
    3630  1.016786661555e-06  7.083276717724e-07  7.163999978614e-07  3.199963065341e-06  3.505506494388e-06
    3640  1.082880381101e-06  6.686441643565e-07  5.943366060775e-07  3.445449144458e-06  3.720762119066e-06
    3650  9.322040852940e-07  6.439473261451e-07  7.685569907795e-07  2.881703316082e-06  3.190386569914e-06
    3660  1.005207882886e-06  5.120531174677e-07  6.990236841094e-07  3.245382802949e-06  3.506249410916e-06
    3670  9.027129229100e-07  5.163377673580e-07  8.310686148558e-07  2.826155465762e-06  3.123991848652e-06
    3680  1.056255791323e-06  6.330759409032e-07  5.173404909292e-07  3.547198493829e-06  3.790345601898e-06
    3690  8.072625991917e-07  8.117778537319e-07  7.211406801105e-07  2.641713426333e-06  2.968054900982e-06
    3700  9.292626104269e-07  7.848082019505e-07  5.557664535575e-07  3.234869446410e-06  3.500387064197e-06
    3710  7.303863948080e-07  7.647256824239e-07  8.833047193152e-07  2.411039165134e-06  2.776977986598e-06
    3720  9.224603592639e-07  6.338071706934e-07  8.318646919078e-07  3.178531724956e-06  3.470980759992e-06
    3730  1.025392560732e-06  5.598592081967e-07  6.295111237717e-07  3.392567497776e-06  3.642893179675e-06
    3740  9.524704067086e-07  7.212418352560e-07  6.655493152336e-07  3.013611749547e-06  3.309411024427e-06
    3750  9.968945860172e-07  6.546400127134e-07  6.530737715168e-07  3.188779446334e-06  3.466579303908e-06
    3760  9.798785918141e-07  6.415834470554e-07  6.004246619769e-07  3.053750677156e-06  3.325311165465e-06
    3770  9.007534642587e-07  5.221759376888e-07  7.329231732309e-07  2.886140424163e-06  3.154521744912e-06
    3780  8.809335279299e-07  4.674376331896e-07  7.778670594018e-07  2.838018918554e-06  3.107083900657e-06
    3790  8.450967062084e-07  5.437494621309e-07  7.239164220924e-07  2.662787072699e-06  2.936722986786e-06
    3800  9.510509395822e-07  6.476120031131e-07  5.258335389515e-07  3.247264347228e-06  3.484985774393e-06
    3810  7.867656375717e-07  8.078563973410e-07  5.864829245446e-07  2.590074245988e-06  2.885147994073e-06
    3820  8.785748411250e-07  6.937727852846e-07  5.747942875861e-07  3.035290108961e-06  3.285816328960e-06
    3830  7.160221364345e-07  6.628304848303e-07  9.028754246202e-07  2.358600234956e-06  2.707436250810e-06
    3840  9.008947950750e-07  5.268333711432e-07  7.270291916049e-07  3.014265729054e-06  3.271625614819e-06
    3850  9.648053552446e-07  5.774865279223e-07  6.076463641819e-07  3.184929989536e-06  3.431814855961e-06
    3860  8.918491303973e-07  7.255403123563e-07  5.585433861336e-07  2.780897175262e-06  3.060582204389e-06
    3870  9.646710888963e-07  6.014028705093e-07  5.867084495305e-07  3.150257390069e-06  3.400091785650e-06
    3880  8.581597614983e-07  5.895879820226e-07  6.749243061907e-07  2.650496350551e-06  2.926551876897e-06
    3890  8.845961729252e-07  4.474311920828e-07  6.668363427634e-07  2.902511591998e-06  3.138781500919e-06
    3900  7.878416807118e-07  4.687619073005e-07  8.010197484918e-07  2.522579092177e-06  2.800976642774e-06
    3910  8.549883933525e-07  5.771007243016e-07  5.692378471530e-07  2.744836719905e-06  2.987006987660e-06
    3920  8.368076369436e-07  6.669807768512e-07  5.532867994446e-07  2.834742259094e-06  3.080097455580e-06
    3930  8.121725457738e-07  7.587716549270e-07  4.991080504211e-07  2.737523012454e-06  2.996414483702e-06
    3940  8.126264990122e-07  6.323885141177e-07  6.208682628639e-07  2.757656028912e-06  3.008391801829e-06
    3950  7.146292190663e-07  5.934171597168e-07  8.963207585347e-07  2.404024770710e-06  2.728656234588e-06
    3960  8.793441754495e-07  4.801334049108e-07  6.417929138513e-07  2.889501272305e-06  3.124882399760e-06
    3970  9.118564807214e-07  6.171045255271e-07  5.390445190084e-07  2.994926883756e-06  3.236117468414e-06
    3980  8.411346291234e-07  7.041671115952e-07  5.205119751977e-07  2.636847479888e-06  2.902973670890e-06
    3990  9.246207584086e-07  5.367428733393e-07  5.107398041884e-07  3.022340322361e-06  3.246292135762e-06
    4000  7.662614309387e-07  4.815707773507e-07  7.012255067247e-07  2.370027936108e-06  2.632074585447e-06
    4010  8.404434808929e-07  4.159215625206e-07  5.952704732649e-07  2.774830443520e-06  2.988873854376e-06
    4020  6.975394547014e-07  4.955681342237e-07  7.471088869643e-07  2.196864445978e-06  2.473162782654e-06
    4030  8.208696645672e-07  5.720121756754e-07  4.517719895941e-07  2.701806021486e-06  2.916312507885e-06
    4040  7.149226541768e-07  6.605803498445e-07  5.343162214653e-07  2.382256741754e-06  2.628330612425e-06
    4050  7.939614933126e-07  6.603344009610e-07  4.536182684359e-07  2.739831589860e-06  2.962914620473e-06
    4060  7.181570194012e-07  5.492525101846e-07  6.396070855108e-07  2.386416245887e-06  2.630875813665e-06
    4070  6.816784919173e-07  4.982602240361e-07  8.061794742023e-07  2.290447864894e-06  2.570802517430e-06
    4080  8.194559986150e-07  4.565522541777e-07  5.595035620841e-07  2.676942691203e-06  2.891196033207e-06
    4090  8.225268836528e-07  6.257807120173e-07  4.293243994187e-07  2.658018268691e-06  2.884013268085e-06
